|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
239691|11807290-101001515427|12834 CHASELAND, HOUSTON TX 77077|HARRIS|G|ELDRIDGE / WEST OAKS|1130740000018||||||488Q||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-19 15:30:36|2014-09-22 15:30:36|2014-09-20 09:50:00|-2.24|Flooding-101001515427|3042724.72051|13836878.5974|29.75297659|-95.61402521|Voice In
239956|11807398-101001515737|7430 FROSTVIEW, HOUSTON TX 77489|FORT BEND|K|FORT BEND HOUSTON|2150050150370907|SW|SW|FRIDAY|3rd Friday|FRIDAY-A|570Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-19 18:21:17|2014-09-22 18:21:17|2014-09-21 03:34:54|-1.62|Flooding-101001515737|3081024.5025|13782646.6494|29.60079868|-95.49849103|Voice In
240023|11807429-101001515805|110 KENDALL, HOUSTON TX 77003|HARRIS|H|SECOND WARD|0071100000005|SE|SE|MONDAY|1st Friday|MONDAY-A|494N|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-19 20:11:35|2014-09-22 20:11:35|2014-09-20 13:19:56|-2.29|Flooding-101001515805|3131009.20962|13838057.8205|29.74890123|-95.33580972|Voice In
240031|11807433-101001515813|16526 DIANA, HOUSTON TX 77062|HARRIS|E|CLEAR LAKE|1102490000005||||||618P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-19 20:34:16|2014-09-22 20:34:16|2014-09-21 05:04:53|-1.65|Flooding-101001515813|3201221.96913|13771410.1598|29.55938984|-95.12152629|Voice In
240047|11807440-101001515829|2806 PALM, HOUSTON TX 77004|HARRIS|D|MACGREGOR|0193080000003|SE|SW|TUESDAY|3rd Friday|TUESDAY-A|533C|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-19 21:08:13|2014-09-22 21:08:12|2014-09-20 11:19:57|-2.41|Flooding-101001515829|3120228.94771|13827269.6852|29.72017224|-95.37082168|Voice In
240093|11807471-101001515879|12261 FONDREN, HOUSTON TX 77035|HARRIS|K|BRAYS OAKS|0461710000027||||||570D|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-20 07:09:56|2014-09-23 07:09:56|2014-09-21 03:34:55|-2.15|Flooding-101001515879|3077814.04239|13799597.6959|29.64765896|-95.5069965|Voice In
240157|11807519-101001515946|Intersection 1100 COTTAGE OAK LN&5290 GOLF DR||B|ACRES HOME||NW|NE|TUESDAY|4th Tuesday|TUESDAY-B|452F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-20 08:48:57|2014-09-23 08:48:56|2014-09-21 01:19:52|-2.31|Flooding-101001515946|3101782.79202|13871487.3986|29.84327504|-95.42465208|Voice In
240628|11807760-101001516432|9419 BEVERLYHILL, HOUSTON TX 77063|HARRIS|F|MID WEST|0935610000002|SW|SW|MONDAY|1st Friday|Monday-B|490X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-21 09:33:05|2014-09-24 09:33:05|2014-09-22 09:34:53|-2.0|Flooding-101001516432|3069307.03381|13829273.1093|29.72992822|-95.53099672|Voice In
240685|11807789-101001516494|Intersection 8100 HARRISBURG BLVD&100 E NAVIGATION BLVD|Harris County|I|MAGNOLIA PARK|||||||495X|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-21 11:13:53|2014-09-24 11:13:53|2014-09-22 08:19:52|-2.12|Flooding-101001516494|3148852.58666|13831362.1107|29.72894825|-95.28027666|Voice In
240789|11807848-101001516600|Intersection 2300 LADBROOK DR&1700 RUSTIC PARK DR||E|KINGWOOD AREA|||||||336B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-21 16:02:50|2014-09-24 16:02:50|2014-09-21 16:49:52|-2.97|Flooding|||30.04654588|-95.22906439|Unknown
240924|11807909-101001516747|Intersection 5620 BAYOU GLEN RD&300 MAPLE VALLEY RD||G|GREATER UPTOWN|||||||491K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-22 01:44:56|2014-09-25 01:44:56|2014-09-22 02:34:53|-2.97|Flooding-101001516747|3086573.05177|13843040.9808|29.76635366|-95.47531131|Voice In
240926|11807911-101001516749|Intersection 40 W BROAD OAKS DR&5600 WOODWAY DR||G|GREATER UPTOWN|||||||491K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-22 01:56:04|2014-09-25 01:56:04|2014-09-22 02:34:53|-2.97|Flooding-101001516749|3086772.43917|13842130.3205|29.76383396|-95.47476964|Voice In
240950|11807919-101001516776|Intersection 11200 RAMPART ST&5800 WARM SPRINGS RD|Harris County|K|WESTBURY||SW|SE|THURSDAY|2nd Thursday|THURSDAY-A|571A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-22 04:08:58|2014-09-25 04:08:58|2014-09-22 10:34:53|-2.73|Flooding-101001516776|3083274.05214|13802903.2113|29.65629581|-95.48950201|Voice In
242018|11808323-101001518006|332 BUCKINGHAM, HOUSTON TX 77024|HARRIS|G|GREATER UPTOWN|0690140020021|NW|NW|MONDAY|4th Wednesday|MONDAY-A|491G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-22 17:04:04|2014-09-25 17:04:04|2014-09-23 09:04:59|-2.33|Flooding-101001518006|3089282.5457|13846451.1167|29.77550246|-95.4664502|Voice In
242810|11808606-101001518899|Intersection 800 W 12TH ST&1200 NICHOLSON ST|Harris County|C|GREATER HEIGHTS||NW|NE|THURSDAY|3rd Wednesday|THURSDAY-B|452Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-23 12:25:26|2014-09-26 12:25:26|2014-09-23 14:19:55|-2.92|Flooding-101001518899|3108397.36049|13853187.6327|29.79241755|-95.40557099|Voice In
244121|11809049-101001520412|6926 AVENUE L, HOUSTON TX 77011|HARRIS|I|MAGNOLIA PARK|0390550000040|SE|SE|MONDAY|1st Thursday|MONDAY-A|494V|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-09-24 12:07:57|2014-09-27 12:07:57|2014-09-24 14:34:52|-2.9|Flooding-101001520412|3142422.73436|13836316.6333|29.74312727|-95.30003213|Voice In
250993|11811381-101001528392|5051 BELLFORT, HOUSTON TX 77033|HARRIS|D|SUNNYSIDE|1270530010001|SE|SE|FRIDAY|4th Thursday|FRIDAY-A|533Z|HCID #10-A|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-01 12:13:22|2014-10-04 12:13:21|2014-10-01 15:04:51|-2.88|Flooding-101001528392|3127468.37123|13808467.7005|29.66787128|-95.34987305|Voice In
252596|11812007-101001530355|507 BRINGHURST, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0090180000019|NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-03 08:17:16|2014-10-06 08:17:16|2014-10-06 09:49:52|0.06|Flooding-101001530355|3131400.58974|13844588.8277|29.76681901|-95.33393183|Voice In
252916|11813235-101001530718|Intersection 600 BRINGHURST ST&3600 GILLESPIE ST|Harris County|B|GREATER FIFTH WARD||NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-03 11:19:19|2014-10-06 11:19:18|2014-10-07 12:19:52|1.04|Flooding-101001530718|3131442.89904|13844792.0852|29.76737405|-95.33377845|Voice In
254866|11812929-101001532953|Intersection 6100 CLAREWOOD DR&6600 RAMPART DR|Harris County|J|GULFTON||SW|SE|TUESDAY|1st Friday|TUESDAY-B|531E||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-06 13:09:01|2014-10-09 13:09:01|2014-10-06 14:49:51|-2.93|Flooding-101001532953|3082900.79009|13822113.7893|29.70913315|-95.48886107|Voice In
254923|11812954-101001533022|Intersection 4800 KNICKERBOCKER DR&10416 WILLOWGROVE DR||K|WILLOW MEADOWS / WILLOWBEND AREA||SW|SE|THURSDAY|3rd Wednesday|THURSDAY-A|531Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-06 13:35:48|2014-10-09 13:35:48|2014-10-06 15:04:52|-2.94|Flooding-101001533022|3093034.13563|13807460.7212|29.66801449|-95.45835107|Voice In
254953|11812966-101001533060|9601 FOREDALE, HOUSTON TX 77075|HARRIS|D|SOUTH BELT / ELLINGTON|0834640000028|SE|SW|THURSDAY|2nd Friday|THURSDAY-B|576S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-06 13:51:05|2014-10-09 13:51:05|2014-10-06 15:49:53|-2.92|Flooding-101001533060|3161371.68039|13789494.4412|29.6127679|-95.24508612|Voice In
254963|11812967-101001533071|Intersection 6608 DECKARD ST&7700 DROUET ST||I|GOLFCREST / BELLFORT / REVEILLE||SE|SE|TUESDAY|3rd Wednesday|TUESDAY-A|535W|HCID #9|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-06 13:52:41|2014-10-09 13:52:41|2014-10-06 14:34:51|-2.97|Flooding-101001533071|3148272.71217|13809241.0749|29.66819565|-95.2843169|Voice In
255411|11813129-101001533644|Intersection 430 COACH LAMP LN&15600 ROCK HOUSE RD||B|GREATER GREENSPOINT||NE|NW|MONDAY|3rd Tuesday|non active|373W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-06 17:19:13|2014-10-09 17:19:13|2014-10-07 10:34:51|-2.28|Flooding-101001533644|3110612.92462|13902939.796|29.9289799|-95.39375304|Voice In
255671|11813197-101001533920|4810 WILLOWBEND, HOUSTON TX 77035|HARRIS|K|WILLOW MEADOWS / WILLOWBEND AREA|0822390000212|SW|SW|THURSDAY|3rd Wednesday|Thursday-A|531Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-07 02:56:59|2014-10-10 02:56:59|2014-10-07 08:34:52|-2.77|Flooding-101001533920|3092609.50558|13806236.8037|29.66468552|-95.45980425|Voice In
256578|11813490-101001535003|332 BUCKINGHAM, HOUSTON TX 77024|HARRIS|G|GREATER UPTOWN|0690140020021|NW|NW|MONDAY|4th Wednesday|MONDAY-A|491G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-07 15:31:00|2014-10-10 15:31:00|2014-10-08 06:19:51|-2.38|Flooding|||29.77550246|-95.4664502|WEB
256618|11813503-101001535056|16526 DIANA, HOUSTON TX 77062|HARRIS|E|CLEAR LAKE|1102490000005||||||618P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-07 15:50:48|2014-10-10 15:50:47|2014-10-08 14:49:51|-2.04|Flooding-101001535056|3201221.96913|13771410.1598|29.55938984|-95.12152629|Voice In
258652|11814252-101001537439|5907 B KIAM, HOUSTON TX 77007|HARRIS|C|WASHINGTON AVENUE COALITION / MEMORIAL P|1309550010002|NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|492B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-09 13:49:21|2014-10-12 13:49:20|2014-10-09 15:34:51|-2.93|Flooding-101001537439|3101016.39362|13848805.5732|29.78099428|-95.42925258|Voice In
260056|11814706-101001539167|611 WALKER, HOUSTON TX 77002|HARRIS|I|DOWNTOWN|0010890000001||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-11 07:44:17|2014-10-14 07:44:17|2014-10-11 07:49:51|-3.0|Flooding|||29.75989828|-95.36705705|WEB
261247|11815190-101001540535|9219 LAKE PARK, HOUSTON TX 77078|HARRIS|B|EAST HOUSTON|0791540000006|NE|NE|THURSDAY|2nd Monday|THURSDAY-A|455H||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 11:42:32|2014-10-16 11:42:32|2014-10-13 12:34:51|-2.96|Flooding-101001540535|3153462.01806|13873930.2953|29.84554652|-95.26147372|Voice In
261303|11815219-101001540608|Intersection 0 ALLEN PKWY&600 MONTROSE BLVD|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 12:16:56|2014-10-16 12:16:55|2014-10-13 13:49:51|-2.94|Flooding-101001540608|3112915.4899|13842029.7098|29.76136536|-95.39241801|Voice In
261315|11815224-101001540626|Intersection 2400 ALLEN PKWY&500 STUDEMONT ST|Harris County|C|NEARTOWN - MONTROSE|||||||493J||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 12:32:28|2014-10-16 12:32:27|2014-10-13 14:04:53|-2.94|Flooding-101001540626|3112911.19726|13842156.1866|29.76171338|-95.39241924|Voice In
261354|11815241-101001540675|1710 WHITE OAK, HOUSTON TX 77009|HARRIS|H|GREATER HEIGHTS|0503450000002|NW|NW|THURSDAY|3rd Wednesday|Thursday-A|493B|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 12:58:09|2014-10-16 12:58:09|2014-10-13 14:34:52|-2.93|Flooding-101001540675|3118445.09039|13849727.9001|29.78205508|-95.37424589|Voice In
261418|11815263-101001540759|2114 ELMEN, HOUSTON TX 77019|HARRIS|C|NEARTOWN - MONTROSE|0520500170012|NW|NE|MONDAY|1st Wednesday|MONDAY-A|492V|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 13:35:05|2014-10-16 13:35:05|2014-10-13 14:34:52|-2.96|Flooding-101001540759|3109386.79223|13836485.3544|29.74642436|-95.40407185|Voice In
261456|11815275-101001540804|11011 W BELLFORT, HOUSTON TX 77099|HARRIS|F|ALIEF|1003550000006|SW|SW|MONDAY|1st Monday|MONDAY-B|569B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 13:56:40|2014-10-16 13:56:40|2014-10-13 15:19:51|-2.94|Flooding-101001540804|3056587.83943|13802009.4539|29.6560152|-95.57357245|Voice In
261574|101001540949|Intersection 11500 FAIRMONT ST&14400 FONMEADOW DR|Harris County|K|BRAYS OAKS||SW|SW|THURSDAY|3rd Thursday|THURSDAY-A|570H|HCID #5 (Brays Oaks)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 15:01:29|2014-10-13 15:01:29|2014-10-13 15:19:51|0.01|Flooding-101001540949|3079930.41742|13796365.2496|29.63859945|-95.50064091|Voice In
261741|11815387-101001541162|3020 BRINGHURST, HOUSTON TX 77021|HARRIS|B|GREATER FIFTH WARD|0791670000021|NE|NW|FRIDAY|1st Thursday|Friday-B|494B||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-13 16:21:15|2014-10-16 16:21:15|2014-10-14 08:49:51|-2.31|Flooding-101001541162|3131050.35849|13853077.1648|29.79018059|-95.33419671|Voice In
262219|11815539-101001541705|Intersection 2800 BENNINGTON ST&6900 JENSEN DR|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 08:50:55|2014-10-17 08:50:55|2014-10-14 11:04:52|-2.91|Flooding-101001541705|3128040.74508|13864519.9739|29.82189165|-95.34255253|Voice In
262350|11815572-101001541867|7403 BOWIE, HOUSTON TX 77012|HARRIS|I|PECAN PARK|0601250010007|SE|SW|MONDAY|1st Tuesday|Monday|535A|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 09:56:35|2014-10-17 09:56:35|2014-10-14 11:34:52|-2.93|Flooding-101001541867|3146870.61687|13826536.7418|29.71585818|-95.28700099|Voice In
262364|11815576-101001541885|6200 HARRISBURG, HOUSTON TX 77011||H|SECOND WARD|||||||494U|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 10:04:29|2014-10-17 10:04:29|2014-10-14 11:34:52|-2.94|Flooding-101001541885|3137910.70008|13834764.1902|29.73925188|-95.31439786|Voice In
262376|11815580-101001541900|Intersection 10100 W IH 610 LOOP S&10500 S POST OAK RD|Harris County|K|WILLOW MEADOWS / WILLOWBEND AREA|||||||531Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 10:12:29|2014-10-17 10:12:29|2014-10-14 10:49:52|-2.97|Flooding-101001541900|3091642.73422|13807462.3446|29.66813474|-95.46273038|Voice In
262392|101001541918|4900 MONTROSE, HOUSTON TX 77006|HARRIS|C|UNIVERSITY PLACE|0360310000001|SW|SE|TUESDAY|1st Friday|TUESDAY-B|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 10:20:33|2014-10-17 10:20:32|2014-10-14 10:23:12|-3.0|Flooding|||29.72921255|-95.39126013|Voice In
262397|11815585-101001541924|Intersection 900 BARKDULL ST&5000 ROSELAND ST||C|UNIVERSITY PLACE||SW|SE|TUESDAY|1st Friday|TUESDAY-B|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 10:23:56|2014-10-17 10:23:56|2014-10-14 12:34:51|-2.91|Flooding-101001541924|3113956.32279|13830125.4236|29.72855563|-95.39029692|Voice In
262433|11815608-101001541966|1742 KIPLING, HOUSTON TX 77098|HARRIS|C|NEARTOWN - MONTROSE|0542320000011|NW|NE|MONDAY|1st Wednesday|MONDAY-A|492V|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 10:46:24|2014-10-17 10:46:24|2014-10-14 13:19:51|-2.89|Flooding-101001541966|3109593.85153|13834315.8463|29.74058804|-95.40367675|Voice In
263227|11815916-101001542920|Intersection 1000 W OREM DR&11700 SOUTH FWY|Harris County|D|CENTRAL SOUTHWEST|||||||573J|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-14 21:35:57|2014-10-17 21:35:57|2014-10-15 10:04:53|-2.48|Flooding|||29.62765311|-95.38768003|Unknown
265540|11816728-101001545612|15834 RIDGEROCK, HOUSTON TX 77489||K|FORT BEND HOUSTON||SW|SW|FRIDAY|3rd Friday|Friday|571W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-17 08:40:42|2014-10-20 08:40:41|2014-10-20 11:49:57|0.13|Flooding-101001545612|3085088.97502|13780881.837|29.59561219|-95.48587323|Voice In
265928|11816857-101001546075|2511 BRIAR RIDGE, HOUSTON TX 77057|HARRIS|G|GREATER UPTOWN|0970580000021||||||491S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-17 12:46:41|2014-10-20 12:46:41|2014-10-20 10:34:52|-0.09|Flooding|||29.73945231|-95.49141669|WEB
271586|11818889-101001552812|12607 ADIRONDACK, HOUSTON TX 77089|HARRIS|D|SOUTH BELT / ELLINGTON|1051360000014|SE|SE|THURSDAY|2nd Thursday|THURSDAY-B|617A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-10-24 13:22:27|2014-10-27 13:22:27|2014-10-27 09:49:52|-0.15|Flooding-101001552812|3177585.31791|13780549.9118|29.5867413|-95.19500043|Voice In
281589|11822618-101001564594|881 HOMER, HOUSTON TX 77091|HARRIS|B|ACRES HOME|0162780030012|NW|NE|TUESDAY|4th Tuesday|TUESDAY-B|452C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-05 16:05:02|2014-11-08 16:05:02|2014-11-05 20:49:50|-2.8|Flooding-101001564594|3102396.40628|13875730.8891|29.85488732|-95.422308|Voice In
281592|101001564597|881 HOMER, HOUSTON TX 77091|HARRIS|B|ACRES HOME|0162780030012|NW|NE|TUESDAY|4th Tuesday|TUESDAY-B|452C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-05 16:06:15|2014-11-08 16:06:15|2014-11-05 17:43:37|-2.93|Flooding|||29.85488732|-95.422308|Voice In
281679|11822721-101001564695|4207 MOUNT VERNON, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0261840000008|NW|NE|MONDAY|1st Wednesday|MONDAY-A|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-05 17:30:28|2014-11-08 17:30:27|2014-11-06 09:49:57|-2.32|Flooding-101001564695|3112882.2088|13832463.6843|29.73507397|-95.3934525|Voice In
281872|11822691-101001564911|7534 INWOOD, HOUSTON TX 77063|HARRIS|G|MID WEST|0871940000014||||||490R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-06 07:48:39|2014-11-09 07:48:39|2014-11-06 13:04:51|-2.78|Flooding-101001564911|3077868.66793|13835700.7645|29.74689553|-95.5034268|Voice In
282056|11822765-101001565154|Intersection 1200 COLQUITT ST&4200 MT VERNON ST|Harris County|C|NEARTOWN - MONTROSE||NW|NE|MONDAY|1st Wednesday|MONDAY-A|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-06 09:47:48|2014-11-09 09:47:48|2014-11-06 11:34:59|-2.93|Flooding-101001565154|3112801.45404|13832537.9237|29.73528488|-95.39369962|Voice In
287841|11824751-101001572171|4207 MOUNT VERNON, HOUSTON TX 77006|HARRIS|C|NEARTOWN - MONTROSE|0261840000008|NW|NE|MONDAY|1st Wednesday|MONDAY-A|493W|Montrose Management District|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-13 16:22:46|2014-11-16 16:22:46|2014-11-14 15:04:52|-2.05|Flooding-101001572171|3112882.2088|13832463.6843|29.73507397|-95.3934525|Voice In
288203|11824858-101001572621|7614 MOSSIDE, HOUSTON TX 77021|HARRIS|D|GREATER OST / SOUTH UNION|0831300000052|SE|SW|TUESDAY|3rd Tuesday|TUESDAY-A|533P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-14 10:16:59|2014-11-17 10:16:59|2014-11-14 15:04:51|-2.8|Flooding-101001572621|3118607.88534|13813742.0564|29.68312665|-95.3772465|Voice In
289146|11825264-101001573709|3401 N SHEPHERD, HOUSTON TX 77018|HARRIS|C|CENTRAL NORTHWEST|0660460580003|NW|NW|TUESDAY|3rd Thursday|Tuesday-A|452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 07:39:21|2014-11-19 07:39:21|2014-11-16 09:04:51|-2.94|Flooding-101001573709|3106392.41371|13862348.2227|29.81776633|-95.41100302|Voice In
289154|11825273-101001573717|Intersection 650 W 34TH ST&3400 N SHEPHERD DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 07:59:40|2014-11-19 07:59:40|2014-11-16 09:04:51|-2.95|Flooding-101001573717|3106575.17811|13862228.1428|29.81742086|-95.41043855|Voice In
289217|11825315-101001573785|2802 W T C JESTER, HOUSTON TX 77018|HARRIS|A|LAZYBROOK / TIMBERGROVE|0661120070003|NW|NW|THURSDAY|4th Tuesday|THURSDAY-B|452N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 10:34:45|2014-11-19 10:34:44|2014-11-16 13:04:53|-2.9|Flooding-101001573785|3095819.08348|13860430.3364|29.81338267|-95.4445153|Voice In
289220|11825316-101001573788|5815 ROYALTON, HOUSTON TX 77081|HARRIS|J|GULFTON|0370540150029||||||531C||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 10:42:03|2014-11-19 10:42:03|2014-11-16 11:34:51|-2.96|Flooding-101001573788|3088259.13173|13825526.2878|29.71807|-95.4716645|Voice In
289232|11825322-101001573800|Intersection 700 N LOOP FWY W&2900 N SHEPHERD DR|Harris County|C|CENTRAL NORTHWEST|||||||452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 11:06:04|2014-11-19 11:06:04|2014-11-16 13:49:54|-2.89|Flooding-101001573800|3106661.32065|13860683.3749|29.81316753|-95.41031653|Voice In
289361|11825392-101001573931|Intersection 650 W 34TH ST&3400 N SHEPHERD DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-16 20:32:33|2014-11-19 20:32:32|2014-11-16 20:49:50|-2.99|Flooding-101001573931|3106575.17811|13862228.1428|29.81742086|-95.41043855|Voice In
289445|11825430-101001574015|Intersection 650 W 34TH ST&3400 N SHEPHERD DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452R||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-17 06:16:00|2014-11-20 06:16:00|2014-11-17 09:04:51|-2.88|Flooding-101001574015|3106575.17811|13862228.1428|29.81742086|-95.41043855|Voice In
289457|11825439-101001574027|Intersection 700 W 43RD ST&650 W CROSSTIMBERS ST&4300 N SHEPHERD DR|Harris County|H|INDEPENDENCE HEIGHTS|||||||452M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2014-11-17 07:09:11|2014-11-20 07:09:10|2014-11-17 08:04:53|-2.96|Flooding-101001574027|3106411.34674|13865831.49|29.82733907|-95.41060626|Voice In
