|CASE NUMBER|SR LOCATION|COUNTY|DISTRICT|NEIGHBORHOOD|TAX ID|TRASH QUAD|RECYCLE QUAD|TRASH DAY|HEAVY TRASH DAY|RECYCLE DAY|KEY MAP|MANAGEMENT DISTRICT|DEPARTMENT|DIVISION|SR TYPE|QUEUE|SLA|STATUS|SR CREATE DATE|DUE DATE|DATE CLOSED|OVERDUE|Title|x|y|LATITUDE|LONGITUDE|Channel Type
226569|11679303-101001134091|Intersection 890 COMMERCE ST & 100 TRAVIS ST|Harris County|I|DOWNTOWN|||||||493L|Houston Downtown|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 23:38:05|2013-09-23 23:38:05|2013-09-21 08:25:01|-2.63|Flooding-101001134091|3122997.45793|13843430.4744|29.76435674|-95.36051932|Voice In
226572|11679306-101001134094|Intersection 2116 BLUE WILLOW DR & 10600 CHEVY CHASE DR|Harris County|G|BRIAR FOREST|||||||489U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 23:42:36|2013-09-23 23:42:36|2013-09-21 08:45:01|-2.62|Flooding-101001134094|3058953.99185|13834106.5134|29.74405488|-95.56315619|Voice In
226575|11679308-101001134097|Intersection 11800 BRIAR FOREST DR & 1900 KIRKWOOD RD|Harris County|G|BRIAR FOREST|||||||489N||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-20 23:49:37|2013-09-23 23:49:36|2013-09-21 09:05:23|-2.61|Flooding|||29.74744599|-95.58660135|WEB
226606|11679319-101001134128|Intersection 0 HOUSTON AVE & 1500 N MEMORIAL WAY|Harris County|H|WASHINGTON AVENUE COALITION / MEMORIAL P|||||||493L||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 02:30:44|2013-09-24 02:30:43|2013-09-21 08:25:01|-2.75|Flooding-101001134128|3119207.77522|13843184.9296|29.76400555|-95.37248238|Voice In
226694|11679356-101001134217|Intersection 6700 HARWIN DR & 5900 HILLCROFT AVE|Harris County|J|SHARPSTOWN|||||||530D|Sharpstown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 07:52:16|2013-09-24 07:52:16|2013-09-21 09:45:01|-2.92|Flooding-101001134217|3078934.98404|13825820.3052|29.71964845|-95.50099937|Voice In
226715|101001134238|Intersection 10100 KEMPWOOD DR & 2700 TEAGUE RD|Harris County|A|SPRING BRANCH NORTH|||||||450J|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 08:17:08|2013-09-24 08:17:08|2013-09-23 10:37:26|-0.9|Flooding|||29.82269279|-95.54129025|Voice In
226776|11679412-101001134300|515 BRINGHURST, HOUSTON TX 77020|HARRIS|B|GREATER FIFTH WARD|0090180000001|NE|NW|FRIDAY|1st Thursday|FRIDAY-B|494K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 09:24:34|2013-09-24 09:24:33|2013-09-21 10:25:02|-2.96|Flooding-101001134300|3131400.06|13844719.73|29.76708324|-95.33391716|Voice In
226815|11679439-101001134339|Intersection 5900 JENSEN DR & 2800 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|454N|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:03:35|2013-09-24 10:03:35|2013-09-21 13:25:03|-2.86|Flooding-101001134339|3128194.45212|13861390.3699|29.81327635|-95.34237665|Voice In
226829|11679449-101001134353|5501 SCHUMACHER, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834970000001|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:17:19|2013-09-24 10:17:19|2013-09-21 12:45:03|-2.9|Flooding|||29.72866152|-95.47383451|WEB
226833|11679452-101001134357|5401 JUDALON, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834990000001|SW|SW|MONDAY|1st Friday|MONDAY-A|491Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:18:28|2013-09-24 10:18:28|2013-09-21 12:45:03|-2.9|Flooding|||29.72813811|-95.47112733|WEB
226836|11679453-101001134361|5409 PAGEWOOD, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0835020000003|SW|SW|MONDAY|1st Friday|MONDAY-A|491Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:21:26|2013-09-24 10:21:26|2013-09-21 12:45:02|-2.9|Flooding|||29.72731082|-95.47144867|WEB
226837|11679454-101001134362|Intersection 3600 S RICE AVE & 5200 S US 59 HWY||J|GULFTON|||||||491Y|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:21:42|2013-09-24 10:21:42|2013-09-21 12:45:02|-2.9|Flooding|||||WEB
226838|11679456-101001134363|Intersection 3200 CHIMNEY ROCK RD & 5600 RICHMOND AVE|Harris County|G|GREATER UPTOWN|||||||491X|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:22:23|2013-09-24 10:22:23|2013-09-21 12:25:02|-2.91|Flooding|||29.73150814|-95.47643277|WEB
226841|11679458-101001134366|5438 PAGEWOOD, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834990000013|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:24:24|2013-09-24 10:24:24|2013-09-21 12:45:02|-2.9|Flooding|||29.72760266|-95.47300091|WEB
226856|11679470-101001134381|5301 SCHUMACHER, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834950000001|SW|SW|MONDAY|1st Friday|MONDAY-A|491Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:39:38|2013-09-24 10:39:38|2013-09-21 12:45:03|-2.91|Flooding|||29.72890983|-95.46842871|WEB
226857|11679471-101001134382|Intersection 0 N IH 610 LOOP E & 5874 KELLEY ST|Harris County|B|KASHMERE GARDENS|||||||454V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:39:57|2013-09-24 10:39:57|2013-09-21 11:05:02|-2.98|Flooding-101001134382|3139361.53937|13860410.3486|29.80961779|-95.30727702|Voice In
226865|11679475-101001134390|5418 WINDSWEPT, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0835020000018|SW|SW|MONDAY|1st Friday|MONDAY-A|491Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 10:46:16|2013-09-24 10:46:16|2013-09-21 12:45:03|-2.92|Flooding|||29.72692918|-95.47186508|WEB
226896|11679494-101001134421|5502 SCHUMACHER, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834920000022|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 11:13:22|2013-09-24 11:13:22|2013-09-21 13:25:04|-2.91|Flooding|||29.7291423|-95.47394038|WEB
226972|11679538-101001134497|Intersection 5800 ELYSIAN ST & 1700 N LOOP FWY E|Harris County|H|NEAR NORTHSIDE||NE|NW|FRIDAY|1st Friday|FRIDAY-B|453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 12:25:31|2013-09-24 12:25:31|2013-09-21 14:05:02|-2.93|Flooding-101001134497|3125244.36813|13861060.1199|29.81262198|-95.35170752|Voice In
227066|11679600-101001134593|8107 LORRIE, HOUSTON TX 77025|HARRIS|K|BRAESWOOD|0803780000006|SW|SE|THURSDAY|3rd Monday|THURSDAY-A|532L||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 14:07:06|2013-09-24 14:07:06|2013-09-24 08:46:48|-0.22|Flooding-101001134593|3104814.66|13817234.8|29.69389518|-95.42033018|Voice In
227102|11679619-101001134629|5525 PAGEWOOD, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0835030000007|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 14:47:22|2013-09-24 14:47:22|2013-09-24 08:46:19|-0.25|Flooding|||29.72689801|-95.47484831|WEB
227144|11679645-101001134671|5414 PAGEWOOD, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834990000019|SW|SW|MONDAY|1st Friday|MONDAY-A|491Y||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 15:35:00|2013-09-24 15:35:00|2013-09-21 19:25:01|-2.84|Flooding|||29.72777428|-95.47172959|WEB
227246|101001134773|Intersection 6000 GOLD ST & 2000 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-21 18:44:01|2013-09-24 18:44:01|2013-09-23 10:36:12|-1.34|Flooding|||29.8132038|-95.34917461|Voice In
227849|11680063-101001135382|Intersection 6000 GOLD ST & 2000 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 07:49:46|2013-09-26 07:49:46|2013-09-24 08:46:29|-1.96|Flooding-101001135382|3126040.59981|13861296.6526|29.8132038|-95.34917461|Voice In
227892|11680071-101001135433|3300 CHIMNEY ROCK, HOUSTON TX 77056|HARRIS|J|MID WEST|1216030010001|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 08:20:58|2013-09-26 08:20:58|2013-09-24 08:47:04|-1.98|Flooding|||29.72980199|-95.47743135|Unknown
227903|11680077-101001135445|5534 BEVERLYHILL, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|1094340000002|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 08:25:53|2013-09-26 08:25:53|2013-09-24 08:46:40|-1.99|Flooding|||29.73056026|-95.47598536|Unknown
227909|11680081-101001135451|5532 BEVERLYHILL, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|1094340000002|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 08:28:01|2013-09-26 08:28:01|2013-09-24 08:46:36|-1.99|Flooding|||29.73058559|-95.47579171|Unknown
227913|11680084-101001135455|5528 BEVERLYHILL, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|1094340000002|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 08:29:02|2013-09-26 08:29:02|2013-09-24 08:46:30|-1.99|Flooding|||29.73061348|-95.47558143|Unknown
228034|11680147-101001135595|5502 PAGEWOOD, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834980000026|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 09:23:46|2013-09-26 09:23:46|2013-09-24 08:47:03|-2.03|Flooding|||29.72751572|-95.47361762|WEB
228059|11680162-101001135624|3230 CHIMNEY ROCK, HOUSTON TX 77057|HARRIS|J|MID WEST|1216030020001||SW|||Monday-b|491X|Harris County PID#2|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 09:33:31|2013-09-26 09:33:31|2013-09-24 08:46:27|-2.03|Flooding|||||Unknown
228068|11680167-101001135635|5441 JUDALON, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834990000011|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 09:37:13|2013-09-26 09:37:13|2013-09-24 08:47:03|-2.03|Flooding|||29.72789902|-95.47325927|WEB
228092|11680179-101001135662|Intersection 5450 CHEROKEE ST & 1700 RICE BLVD||C|UNIVERSITY PLACE|||||||532D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 09:45:50|2013-09-26 09:45:49|2013-09-24 08:47:02|-2.04|Flooding-101001135662|3110738.54576|13827549.0242|||Voice In
228107|11680187-101001135678|10100 KEMPWOOD, HOUSTON TX 77080|HARRIS|A|SPRING BRANCH NORTH|1013400000001||||||450J|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 09:52:31|2013-09-26 09:49:00|2013-09-24 08:46:25|-2.04|Flooding-101001135678|3064670.2|13863074.68|29.82321913|-95.54245212|Voice In
228215|11680223-101001135798|Intersection 6000 GOLD ST & 2000 KELLEY ST|Harris County|H|EASTEX - JENSEN AREA||NE|NE|MONDAY|2nd Friday|MONDAY-B|453R|Greater Northside MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-23 10:34:01|2013-09-26 09:56:00|2013-09-24 08:46:06|-2.05|Flooding-101001135798|3126040.59981|13861296.6526|29.8132038|-95.34917461|Voice In
229752|11680814-101001137569|5433 JUDALON, HOUSTON TX 77056|HARRIS|G|GREATER UPTOWN|0834990000009|SW|SW|MONDAY|1st Friday|MONDAY-A|491X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-24 10:21:38|2013-09-27 10:21:38|2013-09-25 13:25:01|-1.87|Flooding|||29.72796033|-95.47283823|WEB
231241|11681405-101001139245|962 BETHLEHEM, HOUSTON TX 77018|HARRIS|C|CENTRAL NORTHWEST|0973620000008|NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-25 10:37:02|2013-09-28 10:37:01|2013-09-25 15:05:01|-2.81|Flooding-101001139245|3103681.82|13869658.56|29.83808845|-95.41884128|Voice In
232488|11681946-101001140748|3841 LAW, HOUSTON TX 77005|HARRIS|C|GREENWAY / UPPER KIRBY AREA|0740710110009|SW|SE|TUESDAY|1st Friday|TUESDAY-B|532A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-26 10:58:38|2013-09-29 10:58:37|2013-09-26 15:05:03|-2.83|Flooding-101001140748|3098312.18|13827900.77|29.72375921|-95.43977935|Voice In
233678|11682470-101001142147|Intersection 1600 CALUMET ST & 5500 CRAWFORD ST||D|MUSEUM PARK||SW|SE|TUESDAY|3rd Monday|TUESDAY-B|533B|Greater Southeast MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-27 11:07:24|2013-09-30 11:07:24|2013-09-27 11:25:04|-2.99|Flooding|||29.72353744|-95.38376618|WEB
234607|11682876-101001143207|2211 BRIARGLEN, HOUSTON TX 77027|HARRIS|G|AFTON OAKS / RIVER OAKS AREA|1266960000023|NW|NW|MONDAY|4th Wednesday|MONDAY-A|491V||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 11:40:04|2013-10-01 11:40:04|2013-09-28 19:05:01|-2.69|Flooding-101001143207|3094672.07|13835493.12|29.74493295|-95.45051699|Voice In
234637|11682889-101001143238|Intersection 1400 W 43RD ST & 4300 OAK FOREST DR|Harris County|C|CENTRAL NORTHWEST||NW|NE|TUESDAY|3rd Thursday|TUESDAY-B|452K||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 12:21:06|2013-10-01 12:21:06|2013-09-28 17:25:02|-2.79|Flooding-101001143238|3098828.59944|13865920.8113|29.82822234|-95.4345016|Voice In
234680|11682920-101001143281|10630 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000034|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 13:40:41|2013-10-01 13:40:41|2013-09-28 19:05:01|-2.77|Flooding-101001143281|3082190.83|13805991.0|29.66487302|-95.49261957|Voice In
234757|11682969-101001143362|Intersection 3600 GREENS RD & 0 JOHN F KENNEDY BLVD|Harris County|B|IAH / AIRPORT AREA|||||||374P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 16:14:54|2013-10-01 16:14:53|2013-09-30 08:45:25|-1.31|Flooding-101001143362|3129948.44763|13911721.658|29.95146359|-95.33187068|Voice In
234829|11683016-101001143436|Intersection 3200 CHIMNEY ROCK RD & 5600 RICHMOND AVE|Harris County|G|GREATER UPTOWN|||||||491X|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 19:26:11|2013-10-01 19:26:11|2013-09-28 20:45:01|-2.95|Flooding-101001143436|3086599.12259|13830364.9825|29.73150814|-95.47643277|Voice In
234834|11683020-101001143441|Intersection 3200 CHIMNEY ROCK RD & 5600 RICHMOND AVE|Harris County|G|GREATER UPTOWN|||||||491X|Uptown Houston MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 19:44:29|2013-10-01 19:44:28|2013-09-28 20:05:01|-2.99|Flooding-101001143441|3086599.12259|13830364.9825|29.73150814|-95.47643277|Voice In
234879|11683047-101001143486|12338 BARRYKNOLL, HOUSTON TX 77024|HARRIS|G|MEMORIAL|0940120000010|NW|NW|MONDAY|4th Wednesday|MONDAY-A|490A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 22:27:41|2013-10-01 22:27:40|2013-09-30 08:45:26|-1.57|Flooding-101001143486|3063762.7|13846761.13|29.77845058|-95.54683181|Voice In
234882|11683049-101001143489|3809 SOUTHWEST FWY, HOUSTON TX 77027|HARRIS|C|GREENWAY / UPPER KIRBY AREA|1155390000018||||||492W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-28 22:32:20|2013-10-01 22:32:20|2013-09-30 08:45:26|-1.57|Flooding-101001143489|3098690.4|13829571.01|29.72831863|-95.43842805|Voice In
235541|101001144222|Rainey, Marni||Unknown||||||||||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-30 10:52:24|2013-10-03 10:38:00|2013-09-30 14:52:29|-2.82|Flooding-Structural|||||Unknown
235656|11683367-101001144353|3503 LA RETAMA, HOUSTON TX 77013|HARRIS|I|EL DORADO / OATES PRAIRIE|0844100000008|NE|NE|THURSDAY|1st Monday|THURSDAY-A|455Z||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-09-30 11:42:43|2013-10-03 11:42:43|2013-09-30 16:05:02|-2.82|Flooding-101001144353|3155130.84|13855304.1|29.79420468|-95.25809179|Voice In
236558|11683743-101001145413|8414 HOMEWOOD, HOUSTON TX 77028|HARRIS|B|EAST HOUSTON|0813350000037|NE|NW|THURSDAY|2nd Monday|THURSDAY-A|455G||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-01 08:18:14|2013-10-04 08:18:14|2013-10-01 12:05:21|-2.84|Flooding-101001145413|3149980.18|13872598.76|29.84219232|-95.27258524|Voice In
237922|11684279-101001146977|603 CORAL, HOUSTON TX 77023|HARRIS|I|LAWNDALE / WAYSIDE|0660720120097|SE|SE|MONDAY|1st Tuesday|MONDAY-B|535A|East End MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-02 09:56:13|2013-10-05 09:56:13|2013-10-02 16:05:03|-2.74|Flooding-101001146977|3146271.46|13828626.86|29.72165548|-95.28867873|Voice In
239184|11684814-101001148421|2102 WILLOWLAKE, HOUSTON TX 77077|HARRIS|G|BRIAR FOREST|1118900000007||||||489S||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-03 12:11:11|2013-10-06 12:11:05|2013-10-04 11:20:01|-2.04|Flooding-101001148421|3048959.26|13833363.21|29.74281555|-95.59470744|Voice In
239389|11684894-101001148675|Intersection 2100 RICHMOND AVE & 3600 S SHEPHERD DR|Harris County|C|GREENWAY / UPPER KIRBY AREA||NW|NE|MONDAY|1st Wednesday|MONDAY-A|492Y|HCID #3 (Upper Kirby)|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-03 14:23:20|2013-10-06 14:23:20|2013-10-04 08:39:01|-2.24|Flooding-101001148675|3107435.65736|13831993.1879|29.73424143|-95.41065212|Voice In
245234|11687281-101001155304|2914 RIATA, HOUSTON TX 77043|HARRIS|A|SPRING BRANCH NORTH|1054450000005|NW|NW|FRIDAY|4th Friday|Friday-a|450J|Spring Branch MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-10 03:36:08|2013-10-13 03:36:08|2013-10-10 16:05:01|-2.48|Flooding|||||WEB
245438|11687370-101001155557|Intersection 1300 W 23RD ST & 2300 BEVIS ST|Harris County|C|GREATER HEIGHTS||NW|NW|THURSDAY|3rd Wednesday|THURSDAY-B|452U||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-10 09:55:04|2013-10-13 09:55:04|2013-10-10 16:20:03|-2.73|Flooding|||29.80669225|-95.42241667|WEB
247505|11688205-101001157994|11415 KIRKMEADOW, HOUSTON TX 77089|HARRIS|D|SOUTH BELT / ELLINGTON|1001410000018|SE|SW|THURSDAY|2nd Thursday|THURSDAY-B|576X||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-12 15:23:55|2013-10-15 15:23:55|2013-10-13 20:46:41|-1.78|Flooding-101001157994|3165545.57723|13786627.1592|29.60451751|-95.2322473|Voice In
247521|11688212-101001158010|10925 BEAMER, HOUSTON TX 77089|HARRIS|D|SOUTH BELT / ELLINGTON|1155930060016||||||576T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-12 15:44:55|2013-10-15 15:44:55|2013-10-13 20:46:31|-1.79|Flooding-101001158010|3167376.71858|13788556.2439|29.60965763|-95.22629184|Voice In
247575|11688241-101001158064|6211 PADDINGTON, HOUSTON TX 77085|HARRIS|K|CENTRAL SOUTHWEST|0952910000012|SW|SW|FRIDAY|4th Wednesday|FRIDAY-A|571P|Five Corners HCID #10B|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-12 17:44:03|2013-10-15 17:44:03|2013-10-13 20:47:00|-1.87|Flooding-101001158064|3087574.42313|13789990.288|29.62044454|-95.47719254|Voice In
247578|11688243-101001158067|735 CRENSHAW, HOUSTON TX 77504|HARRIS|E|SOUTH BELT / ELLINGTON|0640230000056|SE|SW|THURSDAY|2nd Tuesday|THURSDAY-B|576M||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-12 17:51:10|2013-10-15 17:51:10|2013-10-13 20:46:44|-1.88|Flooding-101001158067|3175220.5687|13799656.3428|29.63946974|-95.20048431|Voice In
248520|11688603-101001159134|1608 CROCKETT, HOUSTON TX 77007|HARRIS|H|WASHINGTON AVENUE COALITION / MEMORIAL P|0051110000004|NW|NW|MONDAY|1st Wednesday|MONDAY-A|493F||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-14 12:38:46|2013-10-17 12:38:46|2013-10-15 15:00:03|-1.9|Flooding|||29.77395375|-95.37410342|WEB
253433|11690588-101001164845|2503 PANAGARD, HOUSTON TX 77082|HARRIS|F|ELDRIDGE / WEST OAKS|1131500000004||||||488T||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-18 20:25:08|2013-10-21 20:25:08|2013-10-20 12:00:01|-1.35|Flooding-101001164845|3036869.45269|13829658.5147|29.73385301|-95.63201732|Voice In
253583|11690687-101001165010|Intersection 2800 ELLA BLVD & 0 N LOOP FWY W|Harris County|C|GREATER HEIGHTS|||||||452P||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-19 08:47:18|2013-10-22 08:47:18|2013-10-19 09:20:01|-2.98|Flooding-101001165010|3100634.78776|13860189.3608|29.8123169|-95.42935952|Voice In
253743|11690780-101001165174|10702 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000063|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-19 12:15:43|2013-10-22 12:15:43|2013-10-19 12:40:01|-2.98|Flooding-101001165174|3082194.31742|13805922.7912|29.66468524|-95.49261504|Voice In
254696|11691303-101001166199|Intersection 600 GRAY ST & 2100 SMITH ST|Harris County|C|MIDTOWN|||||||493P|Midtown MD|PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-21 10:32:55|2013-10-24 10:32:55|2013-10-23 15:00:02|-0.81|Flooding|||29.75082769|-95.37487018|WEB
256056|11691814-101001167769|14103 QUEENSBURY, HOUSTON TX 77079|HARRIS|G|MEMORIAL|0974330000009||||||489A||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-22 11:12:57|2013-10-25 11:12:57|2013-10-22 12:05:01|-2.96|Flooding|||29.77763888|-95.59224307|WEB
259418|11693169-101001171639|12441 SHADY DOWNS, HOUSTON TX 77082|HARRIS|F|ELDRIDGE / WEST OAKS|1199090030003||||||528D||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-25 12:41:59|2013-10-28 12:41:59|2013-10-25 13:45:01|-2.96|Flooding|||29.71822396|-95.60305737|WEB
260486|11693658-101001172840|10702 HILLCROFT, HOUSTON TX 77096|HARRIS|K|WESTBURY|0880660000063|SW|SW|THURSDAY|2nd Thursday|THURSDAY-A|531W||PWE Public Works Engineering|Street and Drainage|Flooding|ROWM_StormSewer|3.0|Closed|2013-10-27 12:17:27|2013-10-30 12:17:27|2013-10-28 00:20:01|-2.5|Flooding-101001172840|3082194.31742|13805922.7912|29.66468524|-95.49261504|Voice In
